vamъ|ty
ako|
ni|
solomonъ|masc_o
vъ|
vьxejь|vьxь
slavě|fem_a
svojejь|pron_soft
obvelče|15
sę|sę
ako|
jedinъ|pron_hard
otъ|
sixъ|sь
aћe|
že|
sěno|nt_o
selьnoje|adj_hard
dьnьsь|
sǫћeje|byti
a|
utrě|
vъ|
ogńь|masc_jo
vъmetomo|51
bogъ|masc_o
tako|
odějetъ|53
kolьmi|
pače|
vasъ|ty
malověri|adj_hard
ne|
pьkěte|11
sę|sę
ubo|
golgoĺǫћe|52
čьto|čьto
jǞmъ|eat
li|
čьto|čьto
pьjemъ|17
li|
čimь|čьto
odeђemъ|dedj
sę|sę
vьxěxъ|vьxь
bo|
sixъ|sь
języki|masc_o
jьščǫtъ|iskati
věstъ|wote
bo|
otьkь|masc_o_PV3
vašь|pron_soft
nebesьskъjь|adj_hard
ako|
terbujete|61
sixъ|sь
vьxěxъ|vьxь
jьščěte|iskati
že|
pače|
kěsaŕьstvьjǞ|nt_jo
božьjǞ|adj_ij
i|
pravьdy|fem_a
jego|jь
i|
si|sь
vьxa|vьxь
priložętъ|40
sę|sę
vamъ|ty
ne|
pьkěte|11
sę|sę
ubo|
na|
utrějь|
utrьńьjь|adj_soft
bo|
dьnь|den
sobojǫ|sę
pečetъ|11
sę|sę
dovьĺetъ|dovleti
dьni|den
zъloba|fem_a
svojǞ|pron_soft
ne|
osǫdite|40
da|
ne|
osǫђeni|40
bǫdete|byti
jimьže|jьže
bo|
sǫdomь|masc_o
sǫdite|40
sǫdętъ|40
vamъ|ty
i|
vъ|
ńǫže|jьže
měrǫ|fem_a
měrite|40
vъzměritъ|40
sę|sę
vamъ|ty
čьto|čьto
že|
vidiši|viděti
sǫčьkь|masc_o_PV3
vъ|
okě|oko
bratra|masc_o
tvojego|pron_soft
a|
brьvьna|nt_o
ježe|jьže
jestъ|byti
vъ|
okě|oko
tvojemь|pron_soft
ne|
čuješi|čuti
li|
kako|
rečeši|11
bratru|masc_o
tvojemu|pron_soft
ostavĺǫ|40
i|
jьzьmǫ|12
sǫčьkь|masc_o_PV3
jьz|voice_assim_prep
očese|oko
tvojego|pron_soft
i|
se|
brьvьno|nt_o
vъ|
okě|oko
tvojemь|pron_soft
likeměre|masc_o
jьzьmi|12
pŕ̥věje|
brьvьno|nt_o
jьz|voice_assim_prep
očese|oko
tvojego|pron_soft
i|
tъgъda|
uzьriši|31
jьzęti|12
sǫčьkь|masc_o_PV3
jьz|voice_assim_prep
očese|oko
bratra|masc_o
tvojego|pron_soft
ne|
dadite|dati
svętajego|adj_hard
pьsomъ|masc_o
ni|
pomeћite|iskati
bisьrъ|masc_o
vašixъ|pron_soft
perdъ|
svinьjǞmi|fem_ja
da|
ne|
poperǫtъ|51_abl
jixъ|jь
nogami|fem_a
svojimi|pron_soft
i|
vorћьše|40
sę|sę
orstr̥gnǫtъ|21
vy|ty
prosite|40
i|
dastъ|dati
sę|sę
vamъ|ty
jьščěte|iskati
i|
obręћete|rěsti
tĺ̥kěte|14
i|
otvŕ̥zetъ|14
sę|sę
vamъ|ty
vьxakъ|pron_hard
bo|
prosęjь|40
prijemĺetъ|52_abl
i|
jьščęjь|iskati
obrětajetъ|54
i|
tĺ̥kǫћujemu|14
otvŕ̥zajetъ|54
sę|sę
li|
kъto|kъto
jestъ|byti
otъ|
vasъ|ty
čьlověkъ|masc_o
jegože|jьže
aћe|
prositъ|40
synъ|masc_u
svojь|pron_soft
xlěba|masc_o
jeda|
kamenь|masc_N
podastъ|dati
jemu|jь
li|
aћe|
ryby|fem_a
prositъ|40
jeda|
zmьjǫ|fem_ja
podastъ|dati
jemu|jь
aћe|
ubo|
vy|ty
lǫkavьni|adj_hard
sǫћe|byti
umějete|32
dajǞnьjǞ|nt_jo
bolga|adj_hard
dajǞti|53
čędomъ|nt_o
vašimъ|pron_soft
kolьmi|
pače|
otьkь|masc_o_PV3
vašь|pron_soft
jьže|jьže
jestъ|byti
na|
nebesьxъ|nt_S
dastъ|dati
bolgajǞ|adj_hard
prosęћemъjimъ|40
jego|jь
vьxa|vьxь
ubo|
jeliko|
aћe|
xoћete|will
da|
tvorętъ|40
vamъ|ty
čьlověki|masc_o
tako|
i|
vy|ty
tvorite|40
jimъ|jь
se|sь
bo|
jestъ|byti
zakonъ|masc_o
i|
proroki|masc_o
vъniděte|jьti
ǫzъkyjimi|adj_hard
vorty|nt_o
ako|
prostorna|adj_hard
vorta|nt_o
i|
širokъ|adj_hard
pǫtь|masc_i
vъvodęjь|40
vъ|
pagubǫ|fem_a
i|
mъnogi|adj_hard
sǫtъ|byti
vъxodęћi|40
jimь|jь
kolь|
ǫzъka|adj_hard
vorta|nt_o
i|
těsnъ|adj_hard
pǫtь|masc_i
vъvodęjь|40
vъ|
životъ|masc_o
i|
malo|
jixъ|jь
jestъ|byti
jiže|jьže
jь|jь
obrětajǫtъ|54
vъnemĺěte|52_abl
otъ|
lъžьjixъ|adj_soft
prorokъ|masc_o
jiže|jьže
prixodętъ|40
kъ|
vamъ|ty
vъ|
odeђǞxъ|fem_ja
ovьčǞxъ|adj_soft
vъnǫtrь|
že|
sǫtъ|byti
vĺ̥ki|masc_o
xyћьniki|masc_o
otъ|
plodъ|masc_o
jixъ|jь
poznajite|54
ję|jь
jeda|
obemĺǫtъ|52_abl
otъ|
tŕ̥nьjь|nt_jo
grozny|masc_o
li|
otъ|
rěpьjь|nt_jo
smokъvi|fem_uu
tako|
vьxako|pron_hard
dervo|nt_S
dobro|adj_hard
plody|masc_o
dobry|adj_hard
tvoritъ|40
a|
zъlo|adj_hard
dervo|nt_S
plody|masc_o
zъly|adj_hard
tvoritъ|40
ne|
možetъ|11
dervo|nt_S
dobro|adj_hard
plodъ|masc_o
zъlъ|adj_hard
tvoriti|40
ni|
dervo|nt_S
zъlo|adj_hard
plodъ|masc_o
dobrъ|adj_hard
tvoriti|40
vьxako|pron_hard
dervo|nt_S
ježe|jьže
ne|
tvoritъ|40
ploda|masc_o
dobra|adj_hard
posěkajǫtъ|54
i|
vъ|
ogńь|masc_jo
vъmětajǫtъ|54
těmь|pron_hard
že|
ubo|
otъ|
plodъ|masc_o
jixъ|jь
poznajete|54
ję|jь
ne|
vьxakъ|pron_hard
golgoĺęjь|52
mъně|azъ
gospodi|masc_i
gospodi|masc_i
vъnidetъ|jьti
vъ|
kěsaŕьstvьje|nt_jo
nebesьskoje|adj_hard
nъ|
tvoręjь|40
voĺǫ|fem_ja
otьka|masc_o_PV3
mojego|pron_soft
jьže|jьže
jestъ|byti
na|
nebesьxъ|nt_S
mъnogi|adj_hard
bo|
rekǫtъ|11
mъně|azъ
vъ|
tъ|pron_hard
dьnь|den
gospodi|masc_i
gospodi|masc_i
ne|
vъ|
tvoje|pron_soft
li|
jьmę|nt_N
proročьstvovaxomъ|61
i|
tvojimь|pron_soft
jьmenьmь|nt_N
běsy|masc_o
jьzgonixomъ|40
i|
tvojimь|pron_soft
jьmenьmь|nt_N
sily|fem_a
mъnogy|adj_hard
sъtvorixomъ|40
i|
tъgъda|
jьspověmь|wote
jimъ|jь
ako|
nikoliže|
znaaxъ|54
vasъ|ty
otiděte|jьti
otъ|
mene|azъ
dělajǫћeji|54
bezakonьje|nt_jo
vьxakъ|pron_hard
ubo|
jьže|jьže
slyšitъ|31
slovesa|nt_S
mojǞ|pron_soft
si|sь
i|
tvoritъ|40
jǞ|jь
upodobĺǫ|40
jь|jь
mǫžu|masc_ju
mǫdru|adj_hard
jьže|jьže
sъzьda|52_abl
xorminǫ|fem_a
svojǫ|pron_soft
na|
kam|masc_N
i|
sъnide|jьti
dъžђь|masc_jo
i|
prijьdǫ|jьti
rěky|fem_a
i|
vъzvějǞšę|53
větri|masc_o
i|
napadǫ|11
na|
xorminǫ|fem_a
tǫ|pron_hard
i|
ne|
pade|11
sę|sę
osnovana|61
bo|
bě|byti
na|
kam|masc_N
i|
vьxakъ|pron_hard
slyšęjь|31
slovesa|nt_S
mojǞ|pron_soft
si|sь
i|
ne|
tvoręjь|40
jixъ|jь
upodobitъ|40
sę|sę
mǫžu|masc_ju
buju|adj_soft
jьže|jьže
sъzьda|52_abl
svojǫ|pron_soft
xorminǫ|fem_a
na|
pěsъkě|masc_o
i|
sъnide|jьti
dъžђь|masc_jo
i|
prijьdǫ|jьti
rěky|fem_a
i|
vъzvějǞšę|53
větri|masc_o
i|
operšę|13
sę|sę
xormině|fem_a
tojь|pron_hard
i|
pade|11
sę|sę
i|
bě|byti
orzrušenьje|nt_jo
jeję|jь
velьje|adj_ij
gělo|
i|
bystъ|byti
jegъda|
sъkonьčǞ|54
jisusъ|masc_o_u
vьxa|vьxь
slovesa|nt_S
si|sь
divĺǞaxǫ|40
sę|sę
narodi|masc_o
o|
učenьji|nt_jo
jego|jь
bě|byti
bo|
učę|40
ako|
volstь|fem_i
jьmy|have
i|
ne|
ako|
kъńižьniki|masc_o
jixъ|jь
i|
fariseji|masc_jo_foreign
sъšьdъšu|jьti
že|
jemu|jь
﻿sъ|
gory|fem_a
vъ|
slědъ|masc_o
jego|jь
jьdǫ|jьti
narodi|masc_o
mъnogi|adj_hard
i|
se|
prokaženъ|adj_hard
pristǫpĺь|40
klańǞaše|54
sę|sę
jemu|jь
golgoĺę|52
gospodi|masc_i
aћe|
xoћeši|will
možeši|11
mę|azъ
jьščistiti|40
i|
prostьrъ|13
rǫkǫ|fem_a
jisusъ|masc_o_u
kosnǫ|22
jь|jь
golgoĺę|52
xoћǫ|will
jьščisti|40
sę|sę
i|
abьje|
jьščisti|40
sę|sę
otъ|
prokazy|fem_a
i|
reče|11
jemu|jь
jisusъ|masc_o_u
viђь|viděti
nikomuže|kъtože
ne|
pověђь|wote
nъ|
šьdъ|jьti
pokaži|52
sę|sę
arъx́ijerejovi|masc_jo_foreign
i|
nesi|11
darъ|masc_o_u
jьže|jьže
povelě|31
mosijь|masc_jo_foreign
vъ|
sъvěděnьje|nt_jo
jimъ|jь
vъšьdъšu|jьti
že|
jemu|jь
jisusovi|masc_o_u
vъ|
kaperъnaumъ|masc_o
pristǫpi|40
kъ|
ńemu|jь
sъtьnikъ|masc_o
modlę|40
jь|jь
golgoĺę|52
gospodi|masc_i
otrokъ|masc_o
mojь|pron_soft
ležitъ|31
vъ|
domu|masc_u
oslabĺenъ|40
ĺutě|
ako|
straђę|52
i|
golgola|52
jemu|jь
jisusъ|masc_o_u
azъ|azъ
prišьdъ|jьti
jьskěĺǫ|40
jь|jь
i|
otъvěћǞvъ|54
sъtьnikъ|masc_o
reče|11
jemu|jь
gospodi|masc_i
něsmь|nebyti
dostojьnъ|adj_hard
da|
vъ|
domъ|masc_u
mojь|pron_soft
vъnideši|jьti
nъ|
tъkъmo|
rьki|11
slovo|nt_S
i|
jьskělějetъ|32
otrokъ|masc_o
mojь|pron_soft
ibo|
azъ|azъ
čьlověkъ|masc_o
jesmь|byti
podъ|
voldykojǫ|masc_a
jьmy|have
podъ|
sobojǫ|sę
vojьny|masc_o
i|
golgoĺǫ|52
semu|sь
jьdi|jьti
i|
jьdetъ|jьti
i|
drugu|adj_hard
prijьdi|jьti
i|
prijьdetъ|jьti
i|
orbu|masc_o
mojemu|pron_soft
sъtvori|40
se|sь
i|
sъtvoritъ|40
slyšǞvъ|31
že|
jisusъ|masc_o_u
divi|40
sę|sę
jemu|jь
i|
reče|11
grędǫћemъjimъ|11
po|
ńemь|jь
aminь|
golgoĺǫ|52
vamъ|ty
ni|
vъ|
jizrajiĺi|masc_jo
toliky|pron_hard
věry|fem_a
ne|
obrětъ|rěsti
golgoĺǫ|52
že|
vamъ|ty
ako|
mъnogi|adj_hard
otъ|
vъstokъ|masc_o
i|
zapadъ|masc_o
prijьdǫtъ|jьti
i|
vъzlęgǫtъ|infix_11
﻿sъ|
avraamomь|masc_o
i|
isaakomь|masc_o
i|
ijǞkovomь|masc_o
vъ|
kěsaŕьstvьji|nt_jo
nebesьskějemь|adj_hard
a|
synove|masc_u
kěsaŕьstvьjǞ|nt_jo
jьzgъnani|51_abl
bǫdǫtъ|byti
vъ|
tьmǫ|fem_a
kroměšьńǫjǫjǫ|adj_soft
tu|
bǫdetъ|byti
plačь|masc_i
i|
skrьžьtъ|masc_o
zǫbomъ|masc_o
i|
reče|11
jisusъ|masc_o_u
sъtьniku|masc_o
jьdi|jьti
akože|
věrova|61
bǫdi|byti
tebě|ty
