form,lemma,id,lemma_id,sentence_id,pos,morphology
послѣдь,послѣдь,1068092,59544,75134,Df,---------n
възлака,възалъкати,1068093,59081,75134,V-,3saia----i
Ꙇ,и,1068094,58771,75138,C-,---------n
пристѫпи,пристѫпити,1068095,60215,75138,V-,3saia----i
къ,къ,1068096,58898,75138,R-,---------n
н҄емоу,и,1068097,58765,75138,Pp,3s---md--i
диѣволъ,диꙗволъ,1068098,67795,75138,Nb,-s---mn--i
ꙇскоушаѩ,искоушати,1068099,59016,75138,V-,-sppamn-si
и,и,1068100,58765,75138,Pp,3s---ma--i
ꙇ,и,1068101,58771,75138,C-,---------n
рече,рещи,1068102,58793,75138,V-,3saia----i
аште,аще,1068103,58819,75140,G-,---------n
сн҃ъ,сꙑнъ,1068104,146309,75140,Nb,-s---mn--i
еси,бꙑти,1068105,58773,75140,V-,2spia----i
бж҃іи,божии,1068106,59032,75140,A-,-s---mapsi
рьци,рещи,1068107,58793,75140,V-,2spma----i
да,да,1068108,58766,75140,G-,---------n
камение,камениѥ,1068109,59205,75140,Nb,-s---nn--i
се,сь,1068110,59234,75140,Pd,-s---nn--i
xлѣби,хлѣбъ,1068111,60184,75140,Nb,-p---mn--i
бѫдѫтъ,бꙑти,1068112,58773,75140,V-,3pfia----i
о̆нъ,онъ,1068113,58949,75142,Pd,-s---mn--i
же,же,1068114,58808,75142,Df,---------n
отъвѣштавъ,отъвѣщати,1068115,59092,75142,V-,-supamn-si
рече,рещи,1068116,58793,75142,V-,3saia----i
пишетъ,пьсати,1068117,60196,75143,V-,3spia----i
не,не,1068118,58767,75564,Df,---------n
о,о,1068119,58881,75564,R-,---------n
xлѣбѣ,хлѣбъ,1068120,60184,75564,Nb,-s---ml--i
единомь,ѥдинъ,1068121,58827,75564,Ma,-s---ol--i
поживетъ,пожити,1068122,76374,75564,V-,3spia----i
чк҃ъ,чловѣкъ,1068123,59198,75564,Nb,-s---mn--i
нъ,нъ,1068124,59326,75564,C-,---------n
о̆,о,1068125,58881,75564,R-,---------n
всемь,вьсь,1068126,58821,75564,Px,-s---ml--i
гл҃ѣ,глаголъ,1068127,65288,75564,Nb,-s---ml--i
ꙇсxодѧштиімь,исходити,1068128,59270,75564,V-,-sppaml-wi
ꙇз,из,1068129,59088,75564,R-,---------n
оустъ,оуста,1068130,66857,75564,Nb,-p---ng--i
бж҃іи,божии,1068131,59032,75564,A-,-p---qgpsi
тогда,тъгда,1068132,64413,75146,Df,---------n
поѩтъ,поѩти,1068133,60020,75146,V-,3saia----i
і,и,1068134,58765,75146,Pp,3s---ma--i
диѣволъ,диꙗволъ,1068135,67795,75146,Nb,-s---mn--i
вь,въ,1068136,58774,75146,R-,---------n
ст҃ъꙇ,свѧтъ,1068137,58910,75146,A-,-s---mapwi
градъ,градъ,1068138,59272,75146,Nb,-s---ma--i
ꙇ,и,1068139,58771,75528,C-,---------n
постави,поставити,1068140,65354,75528,V-,3saia----i
і,и,1068141,58765,75528,Pp,3s---ma--i
на,на,1068142,58783,75528,R-,---------n
крилѣ,крило,1068143,67796,75528,Nb,-s---nl--i
црък'вьнѣемь,црькъвьнъ,1068144,65896,75528,A-,-s---nlpwi
ꙇ,и,1068145,58771,75149,C-,---------n
гл҃а,глаголати,1068146,58791,75149,V-,3saia----i
емоу,и,1068147,58765,75149,Pp,3s---md--i
аште,аще,1068148,58819,75150,G-,---------n
сн҃ъ,сꙑнъ,1068149,146309,75150,Nb,-s---mn--i
еси,бꙑти,1068150,58773,75150,V-,2spia----i
бж҃іи,божии,1068151,59032,75150,A-,-s---mnpsi
поусти,поустити,1068152,58846,75150,V-,2spma----i
себе,себе,1068153,58829,75150,Pk,3s---qg--i
долоу,долоу,1068154,76750,75150,Df,---------n
пишетъ,пьсати,1068155,60196,75152,V-,3spia----i
бо,бо,1068156,58825,75152,Df,---------n
ѣко,ꙗко,1068157,58792,75152,G-,---------n
аћл҃омъ,ангелъ,1068158,59019,75152,Nb,-p---md--i
своимъ,свои,1068159,58780,75152,Pt,3p---qd--i
заповѣстъ,заповѣдѣти,1068160,58948,75152,V-,3spia----i
о,о,1068161,58881,75152,R-,---------n
тебѣ,тꙑ,1068162,58769,75152,Pp,2s---ml--i
ꙇ,и,1068163,58771,75152,C-,---------n
на,на,1068164,58783,75152,R-,---------n
рѫкаxъ,рѫка,1068165,58831,75152,Nb,-p---fl--i
възъмѫтъ,възѧти,1068166,64330,75152,V-,3ppia----i
тѧ,тꙑ,1068167,58769,75152,Pp,2s---ma--i
да,да,1068168,58766,75152,G-,---------n
не,не,1068169,58767,75152,Df,---------n
когда,когда,1068170,67090,75152,Df,---------n
прѣтъкнеши,прѣтъкнѫти,1068171,67797,75152,V-,2spia----i
о,о,1068172,58881,75152,R-,---------n
камен??,камꙑ,1068173,59513,75152,Nb,-s---ma--i
ногѫ,нога,1068174,60289,75152,Nb,-s---fa--i
своѫ,свои,1068175,58780,75152,Pt,3s---fa--i
Рече,рещи,1068176,58793,75155,V-,3saia----i
же,же,1068177,58808,75155,Df,---------n
емоу,и,1068178,58765,75155,Pp,3s---md--i
ис҃,исоусъ,1068179,58917,75155,Ne,-s---mn--i
пакꙑ,пакꙑ,1068180,58860,75156,Df,---------n
пишетъ,пьсати,1068181,60196,75156,V-,3spia----i
не,не,1068182,58767,75588,Df,---------n
ꙇскоусиши,искоусити,1068183,64768,75588,V-,2spia----i
г҃а,господь,1068184,58858,75588,Nb,-s---mg--i
б҃а,богъ,1068185,60009,75588,Nb,-s---mg--i
своего,свои,1068186,58780,75588,Pt,3s---mg--i
пакꙑ,пакꙑ,1068187,58860,75158,Df,---------n
поѩтъ,поѩти,1068188,60020,75158,V-,3saia----i
его,и,1068189,58765,75158,Pp,3s---mg--i
неприѣзнь,неприꙗзнь,1068190,66275,75158,Nb,-s---fn--i
на,на,1068191,58783,75158,R-,---------n
горѫ,гора,1068192,58899,75158,Nb,-s---fa--i
вꙑсокѫ,вꙑсокъ,1068193,65093,75158,A-,-s---fapsi
ꙃѣло,ѕѣло,1068194,60265,75158,Df,---------n
ꙇ,и,1068195,58771,75159,C-,---------n
показа,показати,1068196,64255,75159,V-,3saia----i
емоу,и,1068197,58765,75159,Pp,3s---md--i
вьсѣ,вьсь,1068198,58821,75159,Px,-p---na--i
цр҃ствиѣ,цѣсарьствиѥ,1068199,58998,75159,Nb,-p---na--i
мира,миръ,1068200,64975,75159,Nb,-s---mg--i
ꙇ,и,1068201,58771,75159,C-,---------n
славѫ,слава,1068202,64748,75159,Nb,-s---fa--i
его,и,1068203,58765,75159,Pp,3s---mg--i
ꙇ,и,1068204,58771,75160,C-,---------n
гл҃а,глаголати,1068205,58791,75160,V-,3saia----i
емоу,и,1068206,58765,75160,Pp,3s---md--i
вьсѣ,вьсь,1068207,58821,75529,Px,-p---na--i
си,сь,1068208,59234,75529,Pd,-p---na--i
дамь,дати,1068209,58843,75529,V-,1spia----i
ти,тъ,1068210,58908,75529,Pd,-p---mn--i
аште,аще,1068211,58819,75529,G-,---------n
падъ,пасти,1068212,59251,75529,V-,-supamn-si
поклониши,поклонити,1068213,58892,75529,V-,2spia----i
ми,азъ,1068214,58807,75529,Pp,1s---md--i
сѧ,себе,1068215,58829,75529,Pk,3s---qa--i
тогда,тъгда,1068216,64413,75162,Df,---------n
гл҃а,глаголати,1068217,58791,75162,V-,3saia----i
емоу,и,1068218,58765,75162,Pp,3s---md--i
ис҃,исоусъ,1068219,58917,75162,Ne,-s---mn--i
отиди,отити,1068220,59492,75163,V-,2spma----i
диѣвол҄е,диꙗволъ,1068221,76918,75163,Ne,-s---mv--i
пишетъ,пьсати,1068222,60196,75164,V-,3spia----i
бо,бо,1068223,58825,75164,Df,---------n
г҃ю,господь,1068224,58858,75589,Nb,-s---md--i
б҃ѵ,богъ,1068225,60009,75589,Nb,-s---md--i
своемоу,свои,1068226,58780,75589,Pt,3s---od--i
поклониши,поклонити,1068227,58892,75589,V-,2spia----i
сѧ,себе,1068228,58829,75589,Pk,3s---qa--i
ꙇ,и,1068229,58771,75589,C-,---------n
томоу,тъ,1068230,58908,75589,Pd,-s---md--i
единомоу,ѥдинъ,1068231,58827,75589,Ma,-s---md--i
послоужиши,послоужити,1068232,65686,75589,V-,2spia----i
тогда,тъгда,1068233,64413,75165,Df,---------n
остави,оставити,1068234,58950,75165,V-,3saia----i
его,и,1068235,58765,75165,Pp,3s---mg--i
диѣволъ,диꙗволъ,1068236,67795,75165,Nb,-s---mn--i
ꙇ,и,1068237,58771,75166,C-,---------n
се,се,1068238,59292,75166,I-,---------n
аћл҃и,ангелъ,1068239,59019,75166,Nb,-p---mn--i
пристѫпишѧ,пристѫпити,1068240,60215,75166,V-,3paia----i
ꙇ,и,1068241,58771,75166,C-,---------n
слоужааxѫ,слоужити,1068242,59020,75166,V-,3piia----i
емоу,и,1068243,58765,75166,Pp,3s---md--i
Слꙑшавъ,слꙑшати,1068244,58797,75167,V-,-supamn-si
же,же,1068245,58808,75167,Df,---------n
ис҃,исоусъ,1068246,58917,75167,Ne,-s---mn--i
ѣко,ꙗко,1068247,58792,75167,G-,---------n
ꙇоӑнъ,иоанъ,1068248,58874,75167,Ne,-s---mn--i
прѣданъ,прѣдати,1068249,58768,75167,V-,-suppmn-si
бꙑстъ,бꙑти,1068250,58773,75167,V-,3saia----i
отиде,отити,1068251,59492,75167,V-,3saia----i
въ,въ,1068252,58774,75167,R-,---------n
галилеѭ,галилеꙗ,1068253,59035,75167,Ne,-s---fa--i
ꙇ,и,1068254,58771,75170,C-,---------n
оставь,оставити,1068255,58950,75170,V-,-supamn-si
назаретъ,назаретъ,1068256,58912,75170,Ne,-s---ma--i
пришедъ,прити,1068257,58916,75170,V-,-supamn-si
вьсели,въселити,1068258,68728,75170,V-,3saia----i
сѧ,себе,1068259,58829,75170,Pk,3s---qa--i
въ,въ,1068260,58774,75170,R-,---------n
каперьнаоумъ,каперънаоумъ,1068261,59068,75170,Ne,-s---ma--i
на,на,1068262,58783,75170,R-,---------n
поморие,помориѥ,1068263,67967,75170,Nb,-s---na--i
въ,въ,1068264,58774,75170,R-,---------n
область,область,1068265,59341,75170,Nb,-s---fa--i
завѵлон҄ѭ,завоулонь,1068266,76746,75170,A-,-s---fapsi
ꙇ,и,1068267,58771,75170,C-,---------n
невъф'талимл҄ѭ,невъфталимль,1068268,76747,75170,A-,-s---fapsi
да,да,1068269,58766,75170,G-,---------n
съконьчаатъ,съконьчати,1068270,64236,75170,V-,3spia----i
сѧ,себе,1068271,58829,75170,Pk,3s---qa--i
реченое,рещи,1068272,58793,75170,V-,-suppnn-wi
ꙇсаꙇемь,исаиꙗ,1068273,64182,75170,Ne,-s---mi--i
пророкомь,пророкъ,1068274,59475,75170,Nb,-s---mi--i
гл҃ѭштем??,глаголати,1068275,58791,75170,V-,-sppami-si
земл҄ѣ,землꙗ,1068276,64341,75598,Nb,-s---fv--i
завѵлон҄ѣ,завоулонь,1068277,76746,75598,A-,-s---fvpsi
земл҄ѣ,землꙗ,1068278,64341,75598,Nb,-s---fv--i
невъф'талимл҄ѣ,невъфталимль,1068279,76747,75598,A-,-s---fvpsi
пѫть,пѫть,1068280,58763,75598,Nb,-s---mn--i
морѣ,морѥ,1068281,59046,75598,Nb,-s---ng--i
на,на,1068282,58783,75598,R-,---------n
ономь,онъ,1068283,58949,75598,Pd,-s---ol--i
полоу,полъ,1068284,59045,75598,Nb,-s---ml--i
ꙇор'да??,иорданъ,1068285,76735,75598,Ne,-s---mg--i
галилеѣ,галилеꙗ,1068286,59035,75598,Ne,-s---fv--i
ѩзꙑкомъ,ѩзꙑкъ,1068287,59128,75598,Nb,-p---md--i
люди,людиѥ,1068288,59473,75598,Nb,-p---mn--i
сѣдѧштиі,сѣдѣти,1068289,59435,75598,V-,-pppamn-wi
въ,въ,1068290,58774,75598,R-,---------n
тъмѣ,тьма,1068291,65883,75598,Nb,-s---fl--i
видѣшѧ,видѣти,1068292,58918,75598,V-,3paia----i
свѣтъ,свѣтъ,1068293,64740,75598,Nb,-s---ma--i
велиі,велии,1068294,59229,75598,A-,-s---mapti
ꙇ,и,1068295,58771,75598,C-,---------n
сѣдѧштиімъ,сѣдѣти,1068296,59435,75598,V-,-pppamd-wi
въ,въ,1068297,58774,75598,R-,---------n
тъмѣ,тьма,1068298,65883,75598,Nb,-s---fl--i
ꙇ,и,1068299,58771,75598,C-,---------n
въ,въ,1068300,58774,75598,R-,---------n
сѣни,сѣнь,1068301,66831,75598,Nb,-s---fl--i
съмрътьнѣ,съмрьтьнъ,1068302,65966,75598,A-,-s---flpsi
свѣтъ,свѣтъ,1068303,64740,75598,Nb,-s---mn--i
въсиѣетъ,въсиꙗти,1068304,65936,75598,V-,3spia----i
на,на,1068305,58783,75598,R-,---------n
насъ,мꙑ,1068306,59257,75598,Pp,1p---qa--i
Ѡтъ толи,отътоли,1080343,68855,75182,Df,---------n
начѧтъ,начѧти,1080344,59102,75182,V-,3saia----i
ис҃,исоусъ,1080345,58917,75182,Ne,-s---mn--i
проповѣдати,проповѣдати,1080346,58868,75182,V-,--pna----i
ꙇ,и,1080347,58771,75182,C-,---------n
гл҃ати,глаголати,1080348,58791,75182,V-,--pna----i
покаꙇте,покаꙗти,1068314,66322,75184,V-,2ppma----i
сѧ,себе,1068315,58829,75184,Pk,3p---qa--i
приближи,приближити,1078953,58903,75816,V-,3saia----i
бо,бо,1078954,58825,75816,Df,---------n
сѧ,себе,1078955,58829,75816,Pk,3s---qa--i
цр҃ствие,цѣсарьствиѥ,1078956,58998,75816,Nb,-s---nn--i
нб҃ское,небесьскъ,1078957,59337,75816,A-,-s---nnpwi
xодѧ,ходити,1068322,58986,75186,V-,-sppamn-si
же,же,1068323,58808,75186,Df,---------n
при,при,1068324,58940,75186,R-,---------n
мори,морѥ,1068325,59046,75186,Nb,-s---nl--i
галилѣꙇсцѣмь,галилеискъ,1068326,58913,75186,A-,-s---nlpwi
видѣ,видѣти,1068327,58918,75186,V-,3saia----i
дъва,дъва,1068328,59285,75186,Ma,-d---ma--i
братра,братръ,1068329,59059,75186,Nb,-d---ma--i
симона,симонъ,1068330,64050,75186,Ne,-s---mg--i
нарицаѭштааго,нарицати,1068331,65736,75186,V-,-sppamg-wi
сѧ,себе,1068332,58829,75186,Pk,3s---qa--i
петра,петръ,1068333,59281,75186,Ne,-s---mg--i
ꙇ,и,1068334,58771,75186,C-,---------n
ан'дрѣѭ,аньдрѣꙗ,1068335,64231,75186,Ne,-s---ma--i
братра,братръ,1068336,59059,75186,Nb,-s---mg--i
его,и,1068337,58765,75186,Pp,3s---mg--i
въмѣтаѭшта,въмѣтати,1068338,64090,75186,V-,-dppama-si
мрѣжѧ,мрѣжа,1068339,59044,75186,Nb,-p---fa--i
въ,въ,1068340,58774,75186,R-,---------n
море,морѥ,1068341,59046,75186,Nb,-s---na--i
бѣашете,бꙑти,1068342,58773,75817,V-,3diia----i
бо,бо,1068343,58825,75817,Df,---------n
рꙑбарѣ,рꙑбарь,1068344,67167,75817,Nb,-d---mn--i
ꙇ,и,1068345,58771,75191,C-,---------n
гл҃а,глаголати,1068346,58791,75191,V-,3saia----i
ꙇма,и,1068347,58765,75191,Pp,3d---md--i
грѧдѣта,грѧсти,1078966,58887,75192,V-,2dpma----i
въ,въ,1078967,58774,75192,R-,---------n
слѣдъ,слѣдъ,1078968,58889,75192,Nb,-s---ma--i
мене,азъ,1078969,58807,75192,Pp,1s---mg--i
ꙇ,и,1068352,58771,75193,C-,---------n
сътвор҄ѭ,сътворити,1068353,58795,75193,V-,1spia----i
вꙑ,вꙑ,1068354,58810,75193,Pp,2d---qa--i
чк҃омъ,чловѣкъ,1068355,59198,75193,Nb,-p---md--i
ловьца,ловьць,1068356,67326,75193,Nb,-d---ma--i
она,онъ,1068357,58949,75194,Pd,-d---mn--i
же,же,1068358,58808,75194,Df,---------n
абие,абиѥ,1068359,58962,75194,Df,---------n
оставьша,оставити,1068360,58950,75194,V-,-dupamn-si
мрѣжѧ,мрѣжа,1068361,59044,75194,Nb,-p---fa--i
по,по,1068362,58960,75194,R-,---------n
немь,и,1068363,58765,75194,Pp,3s---ml--i
ꙇдосте,ити,1068364,58936,75194,V-,3daia----i
ꙇ,и,1068365,58771,75196,C-,---------n
прѣшьдъ,прѣити,1068366,59053,75196,V-,-supamn-si
тѫдѣ,тѫдоу,1068367,66228,75196,Df,---------n
видѣ,видѣти,1068368,58918,75196,V-,3saia----i
ꙇна,инъ,1068369,64675,75196,Px,-d---ma--i
дъва,дъва,1068370,59285,75196,Ma,-d---ma--i
братра,братръ,1068371,59059,75196,Nb,-d---ma--i
ꙇѣкова,иꙗковъ,1068372,59057,75196,Ne,-s---mg--i
зеведео̆ва,зеведеовъ,1068373,59058,75196,A-,-s---mgpsi
ꙇо̆ана,иоанъ,1068374,58874,75196,Ne,-s---mg--i
брата,братръ,1068375,59059,75196,Nb,-s---mg--i
емоу,и,1068376,58765,75196,Pp,3s---md--i
въ,въ,1068377,58774,75196,R-,---------n
кораби,корабль,1068378,59207,75196,Nb,-s---ml--i
съ,съ,1068379,58764,75196,R-,---------n
зеведеомь,зеведеи,1068380,59066,75196,Ne,-s---mi--i
оц҃емь,отьць,1068381,58993,75196,Nb,-s---mi--i
ею,и,1068382,58765,75196,Pp,3d---mg--i
завѧзаѭшта,завѧзати,1068383,59051,75196,V-,-dppama-si
мрѣжѧ,мрѣжа,1068384,59044,75196,Nb,-p---fa--i
своѩ,свои,1068385,58780,75196,Pt,3p---fa--i
ꙇ,и,1068386,58771,75201,C-,---------n
възъва,възъвати,1068387,59054,75201,V-,3saia----i
ѣ,и,1068388,58765,75201,Pp,3d---ma--i
о̆на,онъ,1068389,58949,75202,Pd,-d---mn--i
же,же,1068390,58808,75202,Df,---------n
абие,абиѥ,1068391,58962,75202,Df,---------n
оставьша,оставити,1068392,58950,75202,V-,-dupamn-si
кораб҄ь,корабль,1068393,59207,75202,Nb,-s---ma--i
ꙇ,и,1068394,58771,75202,C-,---------n
оц҃а,отьць,1068395,58993,75202,Nb,-s---mg--i
своего,свои,1068396,58780,75202,Pt,3s---mg--i
по,по,1068397,58960,75202,R-,---------n
н҄емь,и,1068398,58765,75202,Pp,3s---ml--i
ꙇдосте,ити,1068399,58936,75202,V-,3daia----i
ꙇ,и,1068400,58771,75204,C-,---------n
проxождааше,проходити,1068401,67898,75204,V-,3siia----i
в'сѭ,вьсь,1068402,58821,75204,Px,-s---fa--i
галилеѭ,галилеꙗ,1068403,59035,75204,Ne,-s---fa--i
ис҃,исоусъ,1068404,58917,75204,Ne,-s---mn--i
оучѧ,оучити,1068405,59070,75204,V-,-sppamn-si
на,на,1068406,58783,75204,R-,---------n
сънъмиштиxъ,съньмище,1068407,59069,75204,Nb,-p---nl--i
ꙇxъ,и,1068408,58765,75204,Pp,3p---mg--i
ꙇ,и,1068409,58771,75204,C-,---------n
проповѣдаѩ,проповѣдати,1068410,58868,75204,V-,-sppamn-si
ев҃аћлие,евангелиѥ,1068411,59036,75204,Nb,-s---na--i
цр҃ствиѣ,цѣсарьствиѥ,1068412,58998,75204,Nb,-s---ng--i
ꙇ,и,1068413,58771,75204,C-,---------n
цѣлѧ,цѣлити,1068414,65817,75204,V-,-sppamn-si
вьсѣкъ,вьсꙗкъ,1068415,65732,75204,A-,-s---mapsi
недѫгъ,недѫгъ,1068416,65818,75204,Nb,-s---ma--i
ꙇ,и,1068417,58771,75204,C-,---------n
всѣкѫ,вьсꙗкъ,1068418,65732,75204,A-,-s---fapsi
ѩзѫ,ѩѕа,1068419,60258,75204,Nb,-s---fa--i
въ,въ,1068420,58774,75204,R-,---------n
л҄юдеxъ,людиѥ,1068421,59473,75204,Nb,-p---ml--i
ꙇ,и,1068422,58771,75209,C-,---------n
изиде,изити,1068423,58784,75209,V-,3saia----i
