form,lemma,id,lemma_id,sentence_id,pos,morphology
г҃мь,господь,2341214,58858,219715,Nb,-s---mi--i
нaшмь,нашь,2341215,58994,219715,Ps,1s---mi--i
ПО,по,2341216,58960,219491,R-,---------n
ВЪСѪДѢ,въсѫдъ,2341217,149684,219491,Nb,-s---ml--i
Тѣлесе,тѣло,2341218,58822,219492,Nb,-s---ng--i
свѧтaго,свѧтъ,2341219,58910,219492,A-,-s---ngpwi
ꙇ,и,2341220,58771,219492,C-,---------n
прѣдрaгъиѧ,прѣдрагъ,2341221,150474,219492,A-,-s---fgpsi
кръве,кръвь,2341222,60329,219492,Nb,-s---fg--i
нaпльненꙇ,напльнити,2341223,68756,219492,V-,-puppmn-si
вълитиѣ,вълитиѥ,2341224,150475,219492,Nb,-s---ng--i
просꙇмъ,просити,2341225,59329,219492,V-,1ppia----i
г҃і,господь,2341226,58858,219492,Nb,-s---mv--i
б҃же,богъ,2341227,60009,219492,Nb,-s---mv--i
нaшь,нашь,2341228,58994,219492,Ps,1s---mn--i
дa,да,2341229,58766,219492,G-,---------n
еже,ѥже,2341230,59323,219492,G-,---------n
милостівaѣ,милостивъ,2341231,67983,219492,A-,-p---napwi
обѣцѣниѣ,обѣщаниѥ,2341232,85928,219492,Nb,-p---na--i
носꙇмъ,носити,2341233,64270,219492,V-,1ppia----i
рѣснотівьнaѣ,рѣснотивьнъ,2341234,150476,219492,A-,-p---napwi
издрѣшениѣ,издрѣшениѥ,2341235,150477,219492,Nb,-p---na--i
обьмемъ,обѧти,2341236,65356,219492,V-,1ppia----i
г҃мь,господь,2341237,58858,219492,Nb,-s---mi--i
ВЪ,въ,2341238,58774,219496,R-,---------n
ТЪЗЕ,тъжде,2341239,66110,219496,Pd,-s---ma--i
ДЬНЬ,дьнь,2341240,58915,219496,Nb,-s---ma--i
ФЕЛꙆЦТЪИ,фелицита,2341241,150478,219496,Ne,-s---fg--i
Подaзь,подати,2341242,66669,219497,V-,2spma----i
нaмъ,мꙑ,2341243,59257,219497,Pp,1p---pd--i
просімъ,просити,2341244,59329,219497,V-,1ppia----i
тѧ,тꙑ,2341245,58769,219497,Pp,2s---ma--i
вьсемогъиꙇ,вьсемогꙑ,2341246,136013,219497,A-,-s---mnpwi
б҃же,богъ,2341247,60009,219497,Nb,-s---mv--i
блaженъиѧ,блаженъ,2341248,66920,219497,A-,-s---fgpwi
рaді,ради,2341249,59331,219497,R-,---------n
мѫченіцѧ,мѫчѣница,2341250,150482,219497,Nb,-s---fg--i
твоеѧ,твои,2341251,58814,219497,Ps,2s---fg--i
феліцітъи,фелицита,2341252,150478,219497,Ne,-s---fg--i
въкѹпьнѫѭ,въкоупьнь,2341253,150483,219497,A-,-s---fapwi
молитвѫ,молитва,2341254,59126,219497,Nb,-s---fa--i
ꙇ,и,2341255,58771,219499,C-,---------n
тоѧзе,тъжде,2341256,66110,219499,Pd,-s---fg--i
рaди,ради,2341257,59331,219499,R-,---------n
зaшчіті,защитити,2341258,150485,219499,V-,2spma----i
нъи,мꙑ,2341259,59257,219499,Pp,1p---pa--i
г҃мь,господь,2341260,58858,219499,Nb,-s---mi--i
НДЪ,надъ,2341261,67778,219501,R-,---------n
ОПЛ,оплатъ,2341262,150466,219501,Nb,-s---mi--i
Нa,на,2341263,58783,219716,R-,---------n
слѹжьбъи,слоужьба,2341264,67618,219716,Nb,-p---fa--i
людиꙇ,людиѥ,2341265,59473,219716,Nb,-p---mg--i
твоꙇхъ,твои,2341266,58814,219716,Ps,2p---mg--i
милостиѭ,милость,2341267,67655,219716,Nb,-s---fi--i
прізьрі,призьрѣти,2341268,67620,219716,V-,2spma----i
ꙇ,и,2341269,58771,219502,C-,---------n
се,се,2341270,59292,219502,I-,---------n
нъи,мꙑ,2341271,59257,219502,Pp,1p---pn--i
чьстьѭ,чьсть,2341272,66296,219502,Nb,-s---fi--i
свѧтъихъ,свѧтъ,2341273,58910,219502,A-,-p---pgpwi
чьстімъ,чьстити,2341274,82827,219502,V-,1ppia----i
сътворі,сътворити,2341275,58795,219503,V-,2spma----i
нъи,мꙑ,2341276,59257,219503,Pp,1p---ma--i
рaдостьнъи,радостьнъ,2341277,124928,219503,A-,-p---mapwi
въ,въ,2341278,58774,219503,R-,---------n
вѣчьнѣмь,вѣчьнъ,2341279,65624,219503,A-,-s---mlpwi
живот[ѣ,животъ,2341280,65425,219503,Nb,-s---ml--i
ПО,по,2341281,58960,219505,R-,---------n
ВЪСѪДҌ:,въсѫдъ,2341282,149684,219505,Nb,-s---ml--i
Съмѣрьно,съмѣрьно,2341283,150486,219506,Df,-------p-i
тѧ,тꙑ,2341284,58769,219506,Pp,2s---ma--i
молимъ,молити,2341285,59248,219506,V-,1ppia----i
вьсемогъі,вьсемогꙑ,2341286,136013,219506,A-,-s---mnpwi
б҃же,богъ,2341287,60009,219506,Nb,-s---mv--i
молитвaмі,молитва,2341288,59126,219507,Nb,-p---fi--i
свѧтъихъ,свѧтъ,2341289,58910,219507,A-,-p---pgpwi
твоꙇхъ,твои,2341290,58814,219507,Ps,2p---pg--i
ꙇ,и,2341291,58771,219507,C-,---------n
тъи,тꙑ,2341292,58769,219507,Pp,2s---mn--i
сaмъ,самъ,2341293,64012,219507,Pd,-s---mn--i
бѫді,бꙑти,2341294,58773,219507,V-,2spma----i
ꙇ,и,2341295,58771,219507,C-,---------n
дaръ,даръ,2341296,66841,219507,Nb,-s---ma--i
твоі,твои,2341297,58814,219507,Ps,2s---ma--i
въселі,въселити,2341298,68728,219507,V-,2spma----i
въ,въ,2341299,58774,219507,R-,---------n
нъи,мꙑ,2341300,59257,219507,Pp,1p---pa--i
ꙇ,и,2341301,58771,219507,C-,---------n
врѣмѧ,врѣмѧ,2341302,59030,219507,Nb,-s---na--i
нaше,нашь,2341303,58994,219507,Ps,1s---na--i
въ,въ,2341304,58774,219507,R-,---------n
прaвьдѫ,правьда,2341305,66526,219507,Nb,-s---fa--i
постaві,поставити,2341306,65354,219507,V-,2spma----i
г҃мь,господь,2341307,58858,219507,Nb,-s---mi--i
МЬШҌ,мьша,2341308,150487,219512,Nb,-s---fn--i
НА,на,2341309,58783,219512,R-,---------n
ВЬСѦ,вьсь,2341310,58821,219512,Px,-p---ma--i
ДЬНꙆ,дьнь,2341311,58915,219512,Nb,-p---ma--i
ВСЕГО,вьсь,2341312,58821,219512,Px,-s---ng--i
ЛѢТА,лѣто,2341313,60331,219512,Nb,-s---ng--i
ОБꙆДѪЦѢ,обити,2341314,69992,219512,V-,-sppang-si
Бъ,богъ,2341315,60009,219513,Nb,-s---mn--i
ꙇже,иже,2341316,58800,219513,Pr,-s---mn--i
твaрь,тварь,2341317,66147,219513,Nb,-s---fa--i
своѭ,свои,2341318,58780,219513,Pt,3s---fa--i
вельмі,вельми,2341319,82629,219513,Df,---------n
поміловa,помиловати,2341320,59746,219513,V-,2saia----i
ꙇ,и,2341321,58771,219513,C-,---------n
по,по,2341322,58960,219513,R-,---------n
гнѣвѣ,гнѣвъ,2341323,65122,219513,Nb,-s---ml--i
своемь,свои,2341324,58780,219513,Pt,3s---ml--i
изволі,изволити,2341325,67592,219513,V-,2saia----i
въплътиті,въплътити,2341326,137945,219513,V-,--pna----i
сѧ,себе,2341327,58829,219513,Pk,3s---qa--i
съпaсениѣ,съпасениѥ,2341328,67717,219513,Nb,-s---ng--i
рaді,ради,2341329,59331,219513,R-,---------n
чловѣчьскa,чловѣчьскъ,2341330,60204,219513,A-,-s---ngpsi
ꙇ,и,2341331,58771,219513,C-,---------n
въсхотѣвъ,въсхотѣти,2341332,66545,219513,V-,-supamn-si
нaмъ,мꙑ,2341333,59257,219513,Pp,1p---pd--i
ѹтврьді,оутврьдити,2341334,65207,219513,V-,2spma----i
срьдьцѣ,срьдьце,2341335,58805,219513,Nb,-p---na--i
нaшѣ,нашь,2341336,58994,219513,Ps,1p---na--i
ꙇ,и,2341337,58771,219513,C-,---------n
милостиѭ,милость,2341338,67655,219513,Nb,-s---fi--i
твоеѭ,твои,2341339,58814,219513,Ps,2s---fi--i
просвѣті,просвѣтити,2341340,68354,219513,V-,2spma----i
нъи,мꙑ,2341341,59257,219513,Pp,1p---pa--i
г҃мь,господь,2341342,58858,219513,Nb,-s---mi--i
НАДЪ,надъ,2341343,67778,219519,R-,---------n
ОПЛАТЪМЬ,оплатъ,2341344,150466,219519,Nb,-s---mi--i
Блізъ,близъ,2341345,68945,219520,R-,---------n
нaсъ,мꙑ,2341346,59257,219520,Pp,1p---pg--i
бѫді,бꙑти,2341347,58773,219520,V-,2spma----i
г҃і,господь,2341348,58858,219520,Nb,-s---mv--i
просімъ,просити,2341349,59329,219717,V-,1ppia----i
тѧ,тꙑ,2341350,58769,219717,Pp,2s---ma--i
ꙇ,и,2341351,58771,219521,C-,---------n
молітвѫ,молитва,2341352,59126,219521,Nb,-s---fa--i
нaшѫ,нашь,2341353,58994,219521,Ps,1p---fa--i
ѹслъиші,оуслꙑшати,2341354,64238,219521,V-,2spma----i
дa,да,2341355,58766,219521,G-,---------n
ѹпъвaние,оупъваниѥ,2341356,85863,219521,Nb,-s---na--i
въ]ньмемъ,вънѧти,2341357,81174,219521,V-,1ppia----i
дѣлъ,дѣло,2341358,64813,219521,Nb,-p---ng--i
своіхъ,свои,2341359,58780,219521,Pt,3p---ng--i
ꙇ,и,2341360,58771,219521,C-,---------n
въ,въ,2341361,58774,219521,R-,---------n
любъвь,любꙑ,2341362,66231,219521,Nb,-s---fa--i
дaръ,даръ,2341363,66841,219521,Nb,-s---ma--i
сь,съ,2341364,58764,219521,R-,---------n
тебѣ,тꙑ,2341365,58769,219521,Pp,2s---mg--i
пріносімъ,приносити,2341366,60229,219521,V-,1ppia----i
г҃мь,господь,2341367,58858,219521,Nb,-s---mi--i
ПРѢФАЦИѢ,прѣфациꙗ,2341368,150470,219525,Nb,-s---fn--i
вѣчьнъі,вѣчьнъ,2341369,65624,219526,A-,-s---mnpwi
б҃же,богъ,2341370,60009,219526,Nb,-s---mv--i
Небесьскъиѧ,небесьскъ,2341371,59337,219526,A-,-p---fapwi
твоѧ,твои,2341372,58814,219526,Ps,2p---fa--i
сꙇлъи,сила,2341373,60105,219526,Nb,-p---fa--i
просімъ,просити,2341374,59329,219526,V-,1ppia----i
ꙇ,и,2341375,58771,219526,C-,---------n
молімъ,молити,2341376,59248,219526,V-,1ppia----i
дa,да,2341377,58766,219526,G-,---------n
съ,съ,2341378,58764,219526,R-,---------n
въишьнімі,вꙑшьнь,2341379,58997,219526,A-,-p---qipwi
твоімі,твои,2341380,58814,219526,Ps,2p---qi--i
достоінъи,достоинъ,2341381,58891,219526,A-,-p---mapsi
сътворіші,сътворити,2341382,58795,219526,V-,2spia----i
нъи,мꙑ,2341383,59257,219526,Pp,1p---pa--i
ꙇ,и,2341384,58771,219530,C-,---------n
вѣчьнaѣ,вѣчьнъ,2341385,65624,219530,A-,-p---napwi
твоѣ,твои,2341386,58814,219530,Ps,2p---na--i
ꙇхъже,иже,2341387,58800,219530,Pr,-p---ng--i
жѧдaемъ,жѧдати,2341388,69242,219530,V-,1ppia----i
подaсь,подати,2341389,66669,219530,V-,2spma----i
нaмъ,мꙑ,2341390,59257,219530,Pp,1p---qd--i
мꙇлостівьно,милостивьно,2341391,150488,219530,Df,-------p-i
х҃мь,христ(ос)ъ,2341392,64943,219530,Ne,-s---mi--i
г҃мь,господь,2341393,58858,219530,Nb,-s---mi--i
нaшімь,нашь,2341394,58994,219530,Ps,1s---mi--i
ꙇмь,исоусъ,2341395,58917,219530,Ne,-s---mi--i
ПО,по,2341396,58960,219532,R-,---------n
ВЪСѪДѢ,въсѫдъ,2341397,149684,219532,Nb,-s---ml--i
Просімъ,просити,2341398,59329,219533,V-,1ppia----i
тѧ,тꙑ,2341399,58769,219533,Pp,2s---ma--i
г҃і,господь,2341400,58858,219533,Nb,-s---mv--i
дaзь,дати,2341401,58843,219718,V-,2spma----i
нaмъ,мꙑ,2341402,59257,219718,Pp,1p---pd--i
дa,да,2341403,58766,219718,G-,---------n
свѧтъі,свѧтъ,2341404,58910,219718,A-,-p---mnpsi
твоі,твои,2341405,58814,219718,Ps,2s---ma--i
въсѫдъ,въсѫдъ,2341406,149684,219718,Nb,-s---ma--i
пріемлѭце,приимати,2341407,59330,219718,V-,-pppamn-si
достоіні,достоинъ,2341408,58891,219718,A-,-p---mnpsi
бѫдемъ,бꙑти,2341409,58773,219718,V-,1pfia----i
очішчениѣ,очищениѥ,2341410,64256,219718,Nb,-s---ng--i
твоего,твои,2341411,58814,219718,Ps,2s---ng--i
ꙇ,и,2341412,58771,219535,C-,---------n
вѣрa,вѣра,2341413,59226,219535,Nb,-s---fn--i
твоѣ,твои,2341414,58814,219535,Ps,2s---fn--i
въ,въ,2341415,58774,219535,R-,---------n
нaсъ,мꙑ,2341416,59257,219535,Pp,1p---ql--i
дa,да,2341417,60071,219535,Df,---------n
въздрaстетъ,въздрасти,2341418,66826,219535,V-,3spia----i
г҃мь,господь,2341419,58858,219535,Nb,-s---mi--i
нaшімь,нашь,2341420,58994,219535,Ps,1s---mi--i
и҃см,исоусъ,2341421,58917,219535,Ne,-s---mi--i
МЬШҌ,мьша,2341422,150487,219537,Nb,-s---fn--i
Б,дъва,2341423,59285,219537,Ma,---------n
О,о,2341424,58881,219537,R-,---------n
ТОМЬЗЕ:,тъжде,2341425,66110,219537,Pd,-s---nl--i
Просімъ,просити,2341426,59329,219538,V-,1ppia----i
тѧ,тꙑ,2341427,58769,219538,Pp,2s---ma--i
вьсемогъі,вьсемогꙑ,2341428,136013,219538,A-,-s---mnpsi
вѣчьнъі,вѣчьнъ,2341429,65624,219538,A-,-s---mnpwi
б҃же,богъ,2341430,60009,219538,Nb,-s---mv--i
прізьрі,призьрѣти,2341431,67620,219539,V-,2spma----i
нa,на,2341432,58783,219539,R-,---------n
молітвѫ,молитва,2341433,59126,219539,Nb,-s---fa--i
нaшѫ,нашь,2341434,58994,219539,Ps,1s---fa--i
ꙇ,и,2341435,58771,219540,C-,---------n
вънѫтрьнѣѣ,вънѫтрьнь,2341436,68068,219540,A-,-p---napwi
нaшѣ,нашь,2341437,58994,219540,Ps,1p---na--i
очісті,очистити,2341438,67828,219540,V-,2spma----i
ѣже,иже,2341439,58800,219540,Pr,-p---nn--i
нъи,мꙑ,2341440,59257,219540,Pp,1p---pa--i
сѹшѧтъ,соушити,2341441,138609,219540,V-,3ppia----i
грѣхъи,грѣхъ,2341442,58872,219540,Nb,-p---mi--i
нaшімі,нашь,2341443,58994,219540,Ps,1p---mi--i
дa,да,2341444,71813,219542,C-,---------n
мілостіѭ,милость,2341445,67655,219542,Nb,-s---fi--i
твоеѭ,твои,2341446,58814,219542,Ps,2s---fi--i
ꙇзбaві,избавити,2341447,66370,219542,V-,2spma----i
нъи,мꙑ,2341448,59257,219542,Pp,1p---pa--i
г҃мь,господь,2341449,58858,219542,Nb,-s---mi--i
нaші,нашь,2341450,58994,219542,Ps,1s---mi--i
НАДЪ,надъ,2341451,67778,219544,R-,---------n
ОПЛАТЪМЬ,оплатъ,2341452,150466,219544,Nb,-s---mi--i
Сьі,сь,2341453,59234,219545,Pd,-s---ma--i
пріносъ,приносъ,2341454,135178,219545,Nb,-s---ma--i
прінесенъі,принести,2341455,60002,219545,V-,-suppma-wi
тебѣ,тꙑ,2341456,58769,219545,Pp,2s---md--i
г҃і,господь,2341457,58858,219545,Nb,-s---mv--i
просімъ,просити,2341458,59329,219545,V-,1ppia----i
тѧ,тꙑ,2341459,58769,219545,Pp,2s---ma--i
пріꙇмі,приѩти,2341460,59498,219545,V-,2spma----i
ꙇже,иже,2341461,58800,219545,Pr,-s---ma--i
есі,бꙑти,2341462,58773,219545,V-,2spia----i
блaгословестілъ,благословестити,2341463,65113,219545,V-,-sspamn-si
нa,на,2341464,58783,219545,R-,---------n
съпaсение,съпасениѥ,2341465,67717,219545,Nb,-s---na--i
нaше,нашь,2341466,58994,219545,Ps,1s---na--i
г҃мь,господь,2341467,58858,219545,Nb,-s---mi--i
нaші,нашь,2341468,58994,219545,Ps,1s---mi--i
ПРҌФАЦИҌ,прѣфациꙗ,2341469,150470,219548,Nb,-s---fn--i
ДО,достоинъ,2341470,58891,219549,A-,---------n
вѣчьн,вѣчьнъ,2341471,65624,219719,A-,-s---mnpwi
б҃же,богъ,2341472,60009,219719,Nb,-s---mv--i
Дa,да,2341473,60071,219719,Df,---------n
сѧ,себе,2341474,58829,219719,Pk,3s---qa--i
тебе,тꙑ,2341475,58769,219719,Pp,2s---mg--i
дрьжімъ,дрьжати,2341476,64163,219719,V-,1ppia----i
ꙇ,и,2341477,58771,219719,C-,---------n
мілості,милость,2341478,67655,219719,Nb,-s---fg--i
твоеѧ,твои,2341479,58814,219719,Ps,2s---fg--i
просімъ,просити,2341480,59329,219719,V-,1ppia----i
прізъвaлъ,призъвати,2341481,64103,219551,V-,-sspamn-si
нъи,мꙑ,2341482,59257,219551,Pp,1p---pa--i
еси,бꙑти,2341483,58773,219551,V-,2spia----i
г҃і,господь,2341484,58858,219551,Nb,-s---mv--i
дa,да,2341485,60071,219552,Df,---------n
испрaві,исправити,2341486,69181,219552,V-,2spma----i
нъи,мꙑ,2341487,59257,219552,Pp,1p---pa--i
ꙇ,и,2341488,58771,219552,C-,---------n
очістꙇ,очистити,2341489,67828,219552,V-,2spma----i
не,не,2341490,58767,219552,Df,---------n
нaшіхъ,нашь,2341491,58994,219552,Ps,1p---ng--i
дѣлъ,дѣло,2341492,64813,219552,Nb,-p---ng--i
рaді,ради,2341493,59331,219552,R-,---------n
нъ,нъ,2341494,59326,219552,C-,---------n
обѣтa,обѣтъ,2341495,82700,219552,Nb,-s---mg--i
твоего,твои,2341496,58814,219552,Ps,2s---mg--i
рaді,ради,2341497,59331,219552,R-,---------n
ꙇже,иже,2341498,58800,219552,Pr,-s---ma--i
есі,бꙑти,2341499,58773,219552,V-,2spia----i
обѣцѣлъ,обѣщати,2341500,65059,219552,V-,-sspamn-si
нaмъ,мꙑ,2341501,59257,219552,Pp,1p---pd--i
дa,да,2341502,58766,219552,G-,---------n
възможемъ,възмощи,2341503,65196,219552,V-,1ppia----i
дѹшѣмі,доуша,2341504,60303,219552,Nb,-p---fi--i
ꙇ,и,2341505,58771,219552,C-,---------n
тѣлесъи,тѣло,2341506,58822,219552,Nb,-p---ni--i
ꙇ,и,2341507,58771,219552,C-,---------n
мъисльмі,мꙑсль,2341508,60301,219552,Nb,-p---fi--i
нaшімꙇ,нашь,2341509,58994,219552,Ps,1p---qi--i
пріѧти,приѩти,2341510,59498,219552,V-,--pna----i
зaповѣді,заповѣдь,2341511,60203,219552,Nb,-p---fa--i
твоѧ,твои,2341512,58814,219552,Ps,2p---fa--i
ѧже,иже,2341513,58800,219552,Pr,-p---fa--i
есі,бꙑти,2341514,58773,219552,V-,2spia----i
посълaлъ,посълати,2341515,58932,219552,V-,-sspamn-si
къ,къ,2341516,58898,219552,R-,---------n
нaмъ,мꙑ,2341517,59257,219552,Pp,1p---pd--i
х҃мь,христ(ос)ъ,2341518,64943,219552,Ne,-s---mi--i
г҃мь,господь,2341519,58858,219552,Nb,-s---mi--i
нaшімь,иже,2341520,150489,219552,Ps,1s---mi--i
імьже,иже,2341521,58800,219552,Pr,-s---mi--i
велічь:,величьство,2341522,117900,219552,Nb,-s---nn--i
ПО,по,2341523,58960,219560,R-,---------n
ВЪСѪДҌ,въсѫдъ,2341524,149684,219560,Nb,-s---ml--i
Свѧтъі,свѧтъ,2341525,58910,219561,A-,-s---mnpwi
твоі,твои,2341526,58814,219561,Ps,2s---mn--i
въсѫдъ,въсѫдъ,2341527,149684,219561,Nb,-s---mn--i
г҃і,господь,2341528,58858,219561,Nb,-s---mv--i
ꙇже,иже,2341529,58800,219561,Pr,-s---ma--i
есмь,бꙑти,2341530,58773,219561,V-,1ppia----i
възѧлі,възѧти,2341531,64330,219561,V-,-pspamn-si
молꙇмъ,молити,2341532,59248,219561,V-,1ppia----i
тѧ,тꙑ,2341533,58769,219561,Pp,2s---ma--i
дa,да,2341534,58766,219561,G-,---------n
очіститъ,очистити,2341535,67828,219561,V-,3spia----i
нъи,мꙑ,2341536,59257,219561,Pp,1p---pa--i
отъ,отъ,2341537,58785,219561,R-,---------n
грѣхъ,грѣхъ,2341538,58872,219561,Nb,-p---mg--i
нaшіхъ,нашь,2341539,58994,219561,Ps,1p---mg--i
ꙇ,и,2341540,58771,219561,C-,---------n
къ,къ,2341541,58898,219561,R-,---------n
небесьсцѣі,небесьскъ,2341542,59337,219561,A-,-s---fdpwi
любъві,любꙑ,2341543,66231,219561,Nb,-s---fd--i
при]ведетъ,привести,2341544,58954,219561,V-,3spia----i
нъи,мꙑ,2341545,59257,219561,Pp,1p---pa--i
г҃мь,господь,2341546,58858,219561,Nb,-s---mi--i
нaш,нашь,2341547,58994,219561,Ps,1s---mi--i
МЬШҌ,мьша,2341548,150487,219565,Nb,-s---fn--i
В,триѥ,2341549,64448,219565,Ma,---------n
О,о,2341550,58881,219565,R-,---------n
ТОМЗЕ,тъжде,2341551,66110,219565,Pd,-s---nl--i
Просімъ,просити,2341552,59329,219568,V-,1ppia----i
тѧ,тꙑ,2341553,58769,219568,Pp,2s---ma--i
вьсемогъі,вьсемогꙑ,2341554,136013,219568,A-,-s---mnpsi
б҃же,богъ,2341555,60009,219568,Nb,-s---mv--i
дa,да,2341556,60071,219720,Df,---------n
ѣкоже,ꙗкоже,2341557,59040,219720,Dq,---------n
есмъ,бꙑти,2341558,58773,219720,V-,1ppia----i
скръбьні,скръбьнъ,2341559,64686,219720,A-,-p---mnpsi
грѣхъи,грѣхъ,2341560,58872,219720,Nb,-p---mi--i
нaшімꙇ,нашь,2341561,58994,219720,Ps,1p---mi--i
мілостьѭ,милость,2341562,67655,219720,Nb,-s---fi--i
твоеѭ,твои,2341563,58814,219720,Ps,2s---fi--i
отъ,отъ,2341564,58785,219720,R-,---------n
вьсѣхъ,вьсь,2341565,58821,219720,Px,-p---mg--i
зълиі,зъль,2341566,120940,219720,Nb,-p---mg--i
нaшіхъ,нашь,2341567,58994,219720,Ps,1p---mg--i
очісті,очистити,2341568,67828,219720,V-,2spma----i
нъи,мꙑ,2341569,59257,219720,Pp,1p---pa--i
г҃мь,господь,2341570,58858,219720,Nb,-s---mi--i
НАДЪ,надъ,2341571,67778,219571,R-,---------n
ОПЛАТЪМЬ,оплатъ,2341572,150466,219571,Nb,-s---mi--i
