оскврънішѧ|64200|3paia----i|
на|58783|---------n|
земі|64341|-s---fl--i|
завѣтъ|65118|-s---ma--i|
его|58765|3s---mg--i|
раздѣлішѧ|66196|3paia----i|
сѧ|58829|3s---qa--i|
отъ|58785|---------n|
гнѣва|65122|-s---mg--i|
ліца|59927|-s---ng--i|
его|58765|3s---mg--i|
і|58771|---------n|
прібліжішѧ|58903|3paia----i|
сѧ|58829|3s---qa--i|
ср҃дца|58805|-p---nn--i|
іхъ|58765|3p---mg--i|
ѹмѧкнѫшѧ|150239|3paia----i|
словеса|58855|-p---nn--i|
іхъ|58765|3p---mg--i|
паче|60327|-------c-i|
олѣа|66321|-s---mg--i|
і|58771|---------n|
та|58908|-p---nn--i|
сѫтъ|58773|3ppia----i|
стрѣлъі|84203|-p---fn--i|
вьзвръѕі|68961|2spma----i|
на|58783|---------n|
г҃ѣ|58858|-s---ml--i|
печьль|66757|-s---fa--i|
твоѭ|58814|2s---fa--i|
і|58771|---------n|
тъ|58908|-s---mn--i|
тѧ|58769|2s---pa--i|
прѣпітѣетъ|138192|3spia----i|
не|58767|---------n|
дастъ|58843|3spia----i|
въ|58774|---------n|
вѣкъ|59093|-s---ma--i|
млъвъі|64859|-s---fg--i|
праведьнікѹ|65559|-s---md--i|
тъі|58769|2s---mn--i|
же|58808|---------n|
бж҃е|60009|-s---mv--i|
нізъведеші|68583|2spia----i|
ѧ|58765|3p---pa--i|
въ|58774|---------n|
стѹденецъ|68742|-s---ma--i|
істълѣньѣ|122729|-s---ng--i|
мѫжі|65437|-p---mn--i|
крьвъі|60329|-p---fg--i|
і|58771|---------n|
льстііві|83267|-p---mnpsi|
не|58767|---------n|
прѣполовѧтъ|137592|3ppia----i|
дньі|58915|-p---mg--i|
своіхъ|58780|3p---mg--i|
азъ|58807|1s---pn--i|
же|58808|---------n|
г҃і|58858|-s---mv--i|
ѹпъваѭ|65645|1spia----i|
на|58783|---------n|
тѧ|58769|2s---ma--i|
без|66295|---------n|
напьсаньѣ|60004|-s---ng--i|
въскѫѭ|65887|---------n|
шѧташѧ|150727|3paia----i|
сѧ|58829|3s---qa--i|
езъіці|59128|-p---mn--i|
і|58771|---------n|
людье|59473|-p---mn--i|
поѹчішѧ|137659|3paia----i|
сѧ|58829|3s---qa--i|
тъштет.нъімъ|85922|-p---ndpwi|
ашѧ|79311|3paia----i|
цр҃і|64252|-p---mn--i|
земьні|66254|-p---mnpsi|
собьрашѧ|60182|3paia----i|
сѧ|58829|3s---qa--i|
вь|68896|---------n|
на|58783|---------n|
г҃ѣ|58858|-s---ml--i|
сна|146309|-s---mg--i|
х҃а|64943|-s---mg--i|
его|58765|3s---mg--i|
растръгнѣмъ|66650|1ppma----i|
ѫзъі|64440|-p---fa--i|
іхъ|58765|3p---pg--i|
і|58771|---------n|
отъвръзѣмъ|65080|1ppma----i|
отъ|58785|---------n|
насъ|59257|1p---pg--i|
іго|67548|-s---na--i|
іхъ|58765|3p---pg--i|
жівъіі|67386|-sppamn-wi|
на|58783|---------n|
бсехъ|58920|-p---nl--i|
посмѣетъ|120102|3spia----i|
сѧ|58829|3s---qa--i|
емѹ|58765|3s---md--i|
і|58771|---------n|
г҃ъ|58858|-s---mn--i|
порѫгаетъ|65656|3spia----i|
сѧ|58829|3s---qa--i|
імъ|58765|3p---pd--i|
тъгда|64413|---------n|
възгл҃етъ|64390|3spia----i|
къ|58898|---------n|
німъ|58765|3p---pd--i|
гнѣвомъ|65122|-s---mi--i|
своімъ|58780|3s---mi--i|
і|58771|---------n|
ѣростьѭ|55811|-s---fi--i|
своеѭ|58780|3s---fi--i|
съмѧтетъ|67604|3spia----i|
ѧ|58765|3p---pa--i|
азъ|58807|1s---mn--i|
же|58808|---------n|
поставленъ|65354|-suppmn-si|
есмъ|58773|1spia----i|
цр҃ъ|64252|-s---mn--i|
отъ|58785|---------n|
него|58765|3s---mg--i|
надъ|67778|---------n|
сіономъ|133009|-s---mi--i|
горѫѫ|58899|-s---fa--i|
ст҃ѫѭ|58910|-s---fapwi|
его|58765|3s---mg--i|
възвѣштаѧ|68553|-sppamn-si|
повелѣнье|67680|-s---na--i|
гн҃е|58991|-s---napsi|
гъ҃|58858|-s---mn--i|
рече|58793|3saia----i|
къ|58898|---------n|
мнѣ|58807|1s---md--i|
сн҃ъ|146309|-s---mn--i|
моі|58929|1s---mn--i|
есі|58773|2spia----i|
тъі|58769|2s---mn--i|
азъ|58807|1s---mn--i|
днесъ|65136|---------n|
родіхъ|65112|1saia----i|
тѧ|58769|2s---ma--i|
просі|59329|2spma----i|
ѹ|64242|---------n|
мне|58807|1s---mg--i|
і|58771|---------n|
дамъ|58843|1spia----i|
ті|58769|2s---md--i|
ѧзъкъ|59128|-s---ma--i|
достоѣнъе|59559|-s---na--i|
твое|58814|2s---na--i|
і|58771|---------n|
одръжанье|150728|-s---na--i|
твое|58814|2s---na--i|
конець|64399|-s---ma--i|
землѧ|64341|-s---fg--i|
ѹпасеші|150725|2spia----i|
ѧ|58765|3p---pa--i|
паліцеѭ|79173|-s---fi--i|
желѣзноѭ|59201|-s---fipti|
ѣко|85825|---------n|
съсѫдъі|59123|-p---ma--i|
скѫдельніка|65066|-s---mg--i|
съкрѹші|64900|2saia----i|
і|58771|---------n|
нъінѣ|64687|---------n|
цр҃е|64252|-p---mn--i|
разѹмѣіте|59914|2ppma----i|
накажѣте|81887|2ppma----i|
сѧ|58829|3s---qa--i|
вьсі|58821|-p---mn--i|
сѫдѧштеі|66605|-pppamn-wi|
землі|64341|-s---fd--i|
работаіте|66467|2ppma----i|
гв҃і|58858|-s---md--i|
съ|58764|---------n|
страхомъ|59228|-s---mi--i|
і|58771|---------n|
радѹіте|65752|2ppma----i|
сѧ|58829|3s---qa--i|
емѹ|58765|3s---md--i|
съ|58764|---------n|
трепетомъ|65943|-s---mi--i|
пріімѣте|59498|2ppma----i|
наказанье|83918|-s---na--i|
еда|66802|---------n|
когъда|67090|---------n|
прогнѣваетъ|67478|3spia----i|
сѧ|58829|3s---qa--i|
г҃ь|58858|-s---mn--i|
і|58771|---------n|
погъібнете|66872|2ppia----i|
отъ|58785|---------n|
пѫті|58763|-s---mg--i|
праведьна|66286|-s---mgpsi|
егда|150729|---------n|
възгорітъ|68701|3spia----i|
сѧ|58829|3s---qa--i|
въскорѣ|65358|---------n|
ѣростъ|55811|-s---fn--i|
его|58765|3s---mg--i|
блажені|66920|-p---mnpsi|
вьсі|58821|-p---mn--i|
надѣѭшті|68904|-pppamn-si|
сѧ|58829|3s---qa--i|
на|58783|---------n|
нъ|58765|3s---ma--i|
псалъмъ|69176|-s---mn--i|
да҃до҃въ|64023|-s---mnpsi|
егда|66511|---------n|
бѣгаше|64415|3siia----i|
отъ|58785|---------n|
ліц-а|59927|-s---ng--i|
беселоѵма|150732|-s---mg--i|
сн҃а|146309|-s---mg--i|
своего|58780|3s---mg--i|
гі҃|58858|-s---mv--i|
чьто|58943|-s---na--i|
сѧ|58829|3s---qa--i|
ѹмьножішѧ|122529|3paia----i|
сътѫжаѭште|65211|-pppamn-si|
мі|58807|1s---md--i|
мноѕі|58961|-p---mnpsi|
въсташѧ|60145|3paia----i|
на|58783|---------n|
мѧ|58807|1s---ma--i|
мноѕіі|58961|-s---mnpwi|
вьсташѧ|60145|3paia----i|
на|58783|---------n|
мѧ|58807|1s---ma--i|
мноѕі|58961|-p---mnpsi|
глѭтъ|58791|3ppia----i|
дш҃і|60303|-s---fd--i|
моеі|58929|1s---fd--i|
нѣсть|58890|3spia----i|
сп҃ньѣ|67717|-s---ng--i|
о|58881|---------n|
бѕ҃ѣ|60009|-s---ml--i|
его|58765|3s---mg--i|
діѣ псал|150232|---------n|
тъі|58769|2s---mn--i|
же|58808|---------n|
г҃і|58858|-s---mv--i|
застѫпьнікъ|83602|-s---mn--i|
моі|58929|1s---mn--i|
есі|58773|2spia----i|
слава|64748|-s---fn--i|
моѣ|58929|1s---fn--i|
вьзнесе|65967|3saia----i|
главѫ|59515|-s---fa--i|
моѭ|58929|1s---fa--i|
гласьмъ|58926|-s---mi--i|
моімъ|58929|1s---mi--i|
къ|58898|---------n|
гв҃і|58858|-s---md--i|
возьвахъ|59054|1saia----i|
і|58771|---------n|
ѹслъіша|64238|3saia----i|
мѧ|58807|1s---ma--i|
отъ|58785|---------n|
горъі|58899|-s---fg--i|
ст҃ъіѧ|58910|-s---fgpwi|
своеѧ|58780|3s---fg--i|
азъ|58807|1s---mn--i|
же|58808|---------n|
ѹсънѫхъ|68248|1saia----i|
і|58771|---------n|
съпахъ|64847|1saia----i|
въстахъ|60145|1saia----i|
ѣко|58792|---------n|
г҃ъ|58858|-s---mn--i|
застѫпітъ|82864|3spia----i|
мѧ|58807|1s---ma--i|
не|58767|---------n|
ѹбоѭ|59760|1spia----i|
сѧ|58829|3s---qa--i|
отъ|58785|---------n|
тьмъі|81628|-s---fg--i|
людеі|59473|-p---mg--i|
нападаѭштіхъ|82860|-pppamg-wi|
на|58783|---------n|
мѧ|58807|1s---ma--i|
окръстъ|66693|---------n|
въскръсні|60069|2spma----i|
г҃і|58858|-s---mv--i|
сп҃і|150789|2spma----i|
мѧ|58807|1s---ma--i|
бж҃е|60009|-s---mv--i|
моі|58929|1s---mn--i|
ѣко|72150|---------n|
тъі|58769|2s---mn--i|
поразі|65128|2saia----i|
вьсѧ|58821|-p---ma--i|
вражьдѵѭштѧѧ|136489|-pppama-wi|
мнѣ|58807|1s---md--i|
въсѹе|60233|---------n|
зѫбъі|65193|-p---ma--i|
грѣшьнъіхъ|65090|-p---mgpwi|
съкрѹшілъ|64900|-sspamn-si|
есі|58773|2spia----i|
гн҃е|58991|-s---nnpsi|
естъ|58773|3spia----i|
сп҃нье|67717|-s---nn--i|
і|58771|---------n|
на|58783|---------n|
людехъ|59473|-p---ml--i|
твоіхъ|58814|2p---ml--i|
бл҃гословештвенье|137717|-s---nn--i|
твое|58814|2s---nn--i|
слава|64748|-s---fn--i|
вь|58774|---------n|
конць|64399|-s---ma--i|
псаломъ|69176|-s---mn--i|
да҃до҃въ҃|64023|-s---mnpsi|
вънегда|139961|---------n|
вьзъівахъ|140345|1saia----i|
ѹслъіша|64238|2saia----i|
мѧ|58807|1s---ma--i|
бж҃е|60009|-s---mv--i|
правъдъі|66526|-s---fg--i|
моеѧ|58929|1s---fg--i|
въ|58774|---------n|
скръбі|68098|-s---fl--i|
пространілъ|149709|-sspamn-si|
мѧ|58807|1s---ma--i|
есі|58773|2spia----i|
помілѹі|59746|2spma----i|
мѧ|58807|1s---ma--i|
і|58771|---------n|
ѹслъіші|64238|2spma----i|
молітвѫ|59126|-s---fa--i|
моѭ|58929|1s---fa--i|
сн҃ве|146309|-p---mn--i|
чл҃чі|137461|-p---mnpsi|
доколѣ|65197|---------n|
тѧжькоср҃ді|150777|-p---mnpsi|
вьскѫѭ|150730|---------n|
любіте|64015|2ppia----i|
сѹетьнаа|85898|-p---napwi|
і|58771|---------n|
іштете|59132|2ppia----i|
лъжѧ|66164|-s---fg--i|
і|58771|---------n|
ѹвѣдіте|65287|2ppma----i|
ѣко|58792|---------n|
ѹдіві|150731|3saia----i|
г҃ь|58858|-s---mn--i|
прѣднаго|67070|-s---mgpwi|
своего|58780|3s---mg--i|
гь҃|58858|-s---mn--i|
ѹслъішітъ|64238|3spia----i|
мѧ|58807|1s---ma--i|
егда|66511|---------n|
вьзовѫ|59054|1spia----i|
къ|58898|---------n|
немѹ|58765|3s---md--i|
гнѣваіте|66342|2ppma----i|
сѧ|58829|3s---qa--i|
а|58820|---------n|
не|58767|---------n|
съгрѣшаіте|69267|2ppma----i|
ѣже|58800|-p---na--i|
глте|58791|2ppia----i|
вь|58774|---------n|
ср҃ціхъ|58805|-p---nl--i|
вашіхъ|59333|2p---nl--i|
на|58783|---------n|
ложіхъ|68612|-p---nl--i|
вашіхъ|59333|2p---nl--i|
ѹмолітъ|67464|3spia----i|
сѧ|58829|3s---qa--i|
пожьрѣте|78639|2ppma----i|
жрътвѫ|64016|-s---fa--i|
правьдѫ|66526|-s---fa--i|
і|58771|---------n|
ѹпьваіте|65645|2ppma----i|
на|58783|---------n|
г҃ѣ|58858|-s---ml--i|
мнозі|58961|-p---mnpsi|
глѭтъ|58791|3ppia----i|
къто|59233|-s---qn--i|
ѣвітъ|146259|3spia----i|
намъ|59257|1p---pd--i|
благаа|65623|-p---napwi|
знамена|69347|3saia----i|
сѧ|58829|3s---qa--i|
на|58783|---------n|
насъ|59257|1p---pg--i|
свѣтъ|64740|-s---mn--i|
ліца|59927|-s---ng--i|
твоего|58814|2s---ng--i|
г҃і|58858|-s---mv--i|
даль|58843|-sspamn-si|
есі|58773|2spia----i|
веселъе|67606|-s---na--i|
вь|58774|---------n|
ср҃дці|58805|-s---nl--i|
моемъ|58929|1s---nl--i|
отъ|58785|---------n|
плода|59095|-s---mg--i|
пьшеніцѧ|66782|-s---fg--i|
і|58771|---------n|
віна|67466|-s---ng--i|
і|58771|---------n|
олѣа|66321|-s---mg--i|
своего|58780|3s---mg--i|
ѹмножішѧ|122529|3paia----i|
сѧ|58829|3s---qa--i|
въ|58774|---------n|
мірѣ|69989|-s---ml--i|
вькѹпѣ|68896|---------n|
ѹсънѫ|68248|1spia----i|
і|58771|---------n|
почіѭ|66566|1spia----i|
ѣкъ|72150|---------n|
тъі|58769|2s---mn--i|
г҃і|58858|-s---mv--i|
едіного|58827|-s---mg--i|
на|58783|---------n|
ѹпьванье|85863|-s---na--i|
вьселілъ|68728|-sspamn-si|
мѧ|58807|1s---ma--i|
есі|58773|2spia----i|
въ|58774|---------n|
конць|64399|-s---ma--i|
о|58881|---------n|
насладъствоѵѭштіі|65625|-sppaml-si|
псалмъ|69176|-s---mn--i|
да҃до҃въ|64023|-s---mnpsi|
гл҃ъі|65288|-p---ma--i|
моѧ|58929|1p---ma--i|
въѹші|147832|2spma----i|
г҃і|58858|-s---mv--i|
разѹмѣі|59914|2spma----i|
зьванъе|84608|-s---na--i|
мое|58929|1s---na--i|
вънъмі|81174|2spma----i|
гласъ|58926|-s---ma--i|
молітвъі|59126|-s---fg--i|
моеѧ|58929|1s---fg--i|
цр҃ю|64252|-s---mv--i|
моі|58929|1s---mn--i|
бж҃е|60009|-s---mv--i|
моі|58929|1s---mn--i|
ѣко|72150|---------n|
къ|58898|---------n|
тебѣ|58769|2s---md--i|
помолѭ|65149|1spia----i|
сѧ|58829|3s---qa--i|
г҃і|58858|-s---mv--i|
ютро|59274|---------n|
ѹслъіші|64238|2spia----i|
гласъ|58926|-s---ma--i|
моі|58929|1s---ma--i|
ютро|59274|---------n|
станѫ|64253|1spia----i|
прѣдъ|58985|---------n|
тобоѭ|58769|2s---mi--i|
ѹзьрѭ|59056|1spia----i|
ѣко|72150|---------n|
б҃ъ|60009|-s---mn--i|
не|58767|---------n|
хотѧ|64035|-sppamn-wi|
безаконьѣ|68076|-s---ng--i|
тъі|58769|2s---mn--i|
есі|58773|2spia----i|
не|58767|---------n|
пріселітъ|150734|3spia----i|
сѧ|58829|3s---qa--i|
къ|58898|---------n|
тебѣ|58769|2s---md--i|
лѫвъі|66386|-s---mnpwi|
ні|59213|---------n|
прѣбѫдѫтъ|67496|3ppia----i|
же|58808|---------n|
законопрѣстѫпьніці|137615|-p---mn--i|
прѣдъ|58985|---------n|
очіма|58813|-d---ni--i|
твоіма|58814|2d---ni--i|
възненавідѣ|66283|2saia----i|
вьсѧ|58821|-s---pa--i|
творѧштѧѧ|58852|-pppapa-wi|
безаконенье|73662|-s---na--i|
погѹбіші|59134|2spia----i|
вьсѧ|58821|-p---pa--i|
гл҃ѭштѧѧштѧѧ|58791|-pppapa-wi|
лъжѫ|66164|-s---fa--i|
мѫжъ|65437|-s---mn--i|
крівъ|60329|-s---fg--i|
і|58771|---------n|
лъжівъ|150735|-s---mnpsi|
мръзітъ|150736|3spia----i|
гв҃і|58858|-s---md--i|
азъ|58807|1s---mn--i|
же|58808|---------n|
множъствомъ|65300|-s---ni--i|
мілості|67655|-s---fg--i|
твоеѧ|58814|2s---fg--i|
вьнідѫ|59000|1spia----i|
вь|58774|---------n|
домъ|59745|-s---ma--i|
твоі|58814|2s---ma--i|
поклонѭ|58892|1spia----i|
сѧ|58829|3s---qa--i|
къ|58898|---------n|
цр҃квъі|58999|-s---fd--i|
ст҃ѣі|58910|-s---fdpwi|
твоеі|58814|2s---fd--i|
вь|58774|---------n|
стасѣ|59228|-s---ml--i|
твоемъ|58814|2s---ml--i|
гі҃|58858|-s---mv--i|
наведе|79525|2saia----i|
наведе|79525|2saia----i|
мѧ|58807|1s---ma--i|
наведе|79525|2saia----i|
мѧ|58807|1s---ma--i|
на|58783|---------n|
правъдѫ|66526|-s---fa--i|
твоѫ|58814|2s---fa--i|
врагъ|64025|-p---mg--i|
моіхъ|58929|1p---mg--i|
раді|59331|---------n|
ісправі|69181|2spma----i|
прѣдъ|58985|---------n|
тобоѫ|58769|2s---mi--i|
пѫтъ|58763|-s---ma--i|
моі|58929|1s---ma--i|
ѣко|72150|---------n|
нѣстъ|58890|3spia----i|
въ|58774|---------n|
ѹстѣхъ|66857|-p---nl--i|
іхъ|58765|3p---mg--i|
істінъі|59928|-s---fg--i|
срд҃це|58805|-s---nn--i|
іхъ|58765|3p---mg--i|
сѹетъно|85898|-s---nnpsi|
естъ|58773|3spia----i|
гробъ|59197|-s---mn--i|
отвръстъ|150737|-s---mnpsi|
грътані|85937|-p---mn--i|
іхъ|58765|3p---mg--i|
ѧзъікъі|59128|-p---mi--i|
своімі|58780|3p---mi--i|
льштаахѫ|65095|3piia----i|
сѫді|66605|2spma----i|
і|58765|3s---ma--i|
да|58766|---------n|
отъпадѫтъ|73288|3ppia----i|
отъ|58785|---------n|
мъіслеі|60301|-p---fg--i|
своіхъ|79517|3p---fg--i|
по|58960|---------n|
мьножьствѹ|65300|-s---nd--i|
нечьсті-і|81652|-p---ng--i|
хъ|58765|3p---pg--i|
въіріні|150738|2spma----i|
ѧ|58765|3p---pa--i|
ѣко|72150|---------n|
прогнѣвашѧ|67478|3paia----i|
тѧ|58769|2s---ma--i|
г҃і|58858|-s---mv--i|
і|58771|---------n|
вьзвеселѧтъ|68828|3ppia----i|
сѧ|58829|3s---qa--i|
вьсі|58821|-p---mn--i|
ѹпьваѭштіі|65645|-pppamn-wi|
на|58783|---------n|
тѧ|58769|2s---ma--i|
въ|58774|---------n|
вѣкъ|59093|-s---ma--i|
въздрадѹѭтъ|65058|3ppia----i|
сѧ|58829|3s---qa--i|
і|58771|---------n|
въселіші|68728|2spia----i|
сѧ|58829|3s---qa--i|
вь|58774|---------n|
нѧ|58765|3p---ma--i|
і|58771|---------n|
похвалѧтъ|68849|3ppia----i|
сѧ|58829|3s---qa--i|
тобоѭ|58769|2s---mi--i|
любѧшті-і|64015|-pppamn-wi|
мѧ|58990|-s---na--i|
твое|58814|2s---na--i|
ѣко|72150|---------n|
тъі|58769|2s---mn--i|
бл҃гсіші|59043|2spia----i|
праведъніка|65559|-s---mg--i|
г҃і|58858|-s---mv--i|
ѣко|72150|---------n|
штітотомъ|84625|-s---mi--i|
благоволеньѣ|67697|-s---ng--i|
вѣньчалъ|83984|-sspamn-si|
нъі|59257|1p---pa--i|
есі|58773|2spia----i|
въ|58774|---------n|
конець|64399|-s---ma--i|
вь|58774|---------n|
пѣнііхъ|68823|-p---nl--i|
о|58881|---------n|
осмѣі|139398|-s---fl--i|
псалмъ|69176|-s---mn--i|
да҃дв҃ъ|64023|-s---mnpsi|
гі҃|58858|-s---mv--i|
не|58767|---------n|
ѣростіѭ|55811|-s---fi--i|
твоеѭ|58814|2s---fi--i|
облічі|67444|2spma----i|
мне|58807|1s---mg--i|
ні|59213|---------n|
гнѣвомъ|65122|-s---mi--i|
твоімъ|58814|2s---mi--i|
покажі|64255|2spma----i|
мене|58807|1s---mg--i|
помілѹі|59746|2spma----i|
мѧ|58807|1s---ma--i|
г҃і|58858|-s---mv--i|
ѣко|85825|---------n|
немоштенъ|66109|-s---mnpsi|
есмъ|58773|1spia----i|
