form,lemma,id,lemma_id,sentence_id,pos,morphology
покланѣвъ,покланꙗти,2344551,69245,220158,V-,-supamn-si
сѧ,себе,2344552,58829,220158,Pk,3s---qa--i
лещи,лещи,2344553,149648,220158,V-,--pna----i
хощѭ,хотѣти,2344554,64035,220158,V-,1spia----i
въ,въ,2344555,58774,220158,R-,---------n
имѧ,имѧ,2344556,58990,220158,Nb,-s---na--i
о҃ца,отьць,2344557,58993,220158,Nb,-s---mg--i
и,и,2344558,58771,220158,C-,---------n
ст҃ааго,свѧтъ,2344559,58910,220158,A-,-s---mgpwi
д҃ха,доухъ,2344560,58909,220158,Nb,-s---mg--i
нꙑнѣ,нꙑнѣ,2344561,64687,220158,Df,---------n
мол,молитва,2344562,59126,220161,Nb,-s---fn--i
б҃,дъва,2344563,59285,220161,Ma,---------n
томоужде,тъжде,2344564,66110,220161,Pd,-s---nd--i
Въ,въ,2344565,58774,220218,R-,---------n
имѧ,имѧ,2344566,58990,220218,Nb,-s---na--i
г҃а,господь,2344567,58858,220218,Nb,-s---mg--i
нашего,нашь,2344568,58994,220218,Ps,1s---mg--i
ис҃,исоусъ,2344569,58917,220218,Ne,-s---mg--i
ха,христ(ос)ъ,2344930,64943,220218,Ne,-s---mg--i
посъли,посълати,2344570,58932,220218,V-,2spma----i
въ,въ,2344571,58774,220218,R-,---------n
мѧ,азъ,2344572,58807,220218,Pp,1s---ma--i
ст҃ꙑи,свѧтъ,2344573,58910,220218,A-,-s---mapwi
твои,твои,2344574,58814,220218,Ps,2s---ma--i
д҃хъ,доухъ,2344575,58909,220218,Nb,-s---ma--i
і,и,2344576,58771,220163,C-,---------n
въложи,въложити,2344577,65923,220163,V-,2spma----i
оумъ,оумъ,2344578,69177,220163,Nb,-s---ma--i
въ,въ,2344579,58774,220163,R-,---------n
ср҃це,срьдьце,2344580,58805,220163,Nb,-s---na--i
мое,мои,2344581,58929,220163,Ps,1s---na--i
с҃тааго,свѧтъ,2344582,58910,220163,A-,-s---mgpwi
твоего,твои,2344583,58814,220163,Ps,2s---mg--i
дх҃а,доухъ,2344584,58909,220163,Nb,-s---mg--i
хранѧща,хранити,2344585,66343,220163,V-,-sppamg-si
д҃шѫ,доуша,2344586,60303,220163,Nb,-s---fa--i
моѭ,мои,2344587,58929,220163,Ps,1s---fa--i
и,и,2344588,58771,220163,C-,---------n
тѣло,тѣло,2344589,58822,220163,Nb,-s---na--i
і,и,2344590,58771,220163,C-,---------n
всѧ,вьсь,2344591,58821,220163,Px,-p---ma--i
оудꙑ,оудъ,2344592,66248,220163,Nb,-p---ma--i
тѣлеси,тѣло,2344593,58822,220163,Nb,-s---ng--i
моего,мои,2344594,58929,220163,Ps,1s---ng--i
і,и,2344595,58771,220163,C-,---------n
всь,вьсь,2344596,58821,220163,Px,-s---ma--i
животъ,животъ,2344597,65425,220163,Nb,-s---ma--i
състава,съставъ,2344598,133777,220163,Nb,-s---mg--i
моего,мои,2344599,58929,220163,Ps,1s---mg--i
отъ,отъ,2344600,58785,220163,R-,---------n
всего,вьсь,2344601,58821,220163,Px,-s---mg--i
зълодѣѣ,зълодѣи,2344602,69095,220163,Nb,-s---mg--i
і,и,2344603,58771,220163,C-,---------n
отъ,отъ,2344604,58785,220163,R-,---------n
всѣкоѩ,вьсꙗкъ,2344605,65732,220163,A-,-s---fgpsi
сѣти,сѣть,2344606,69019,220163,Nb,-s---fg--i
неприѣзнинꙑ,неприꙗзнинъ,2344607,69224,220163,A-,-s---fgpsi
і,и,2344608,58771,220163,C-,---------n
отъ,отъ,2344609,58785,220163,R-,---------n
всѣхъ,вьсь,2344610,58821,220163,Px,-p---mg--i
съблазнъ,съблазнъ,2344611,67327,220163,Nb,-p---mg--i
грѣховънꙑхъ,грѣховьнъ,2344612,134396,220163,A-,-p---mgpwi
і,и,2344613,58771,220219,C-,---------n
наоучи,наоучити,2344614,66564,220219,V-,2spma----i
мѧ,азъ,2344615,58807,220219,Pp,1s---pa--i
тебѣ,тꙑ,2344616,58769,220219,Pp,2s---md--i
хвалꙑ,хвала,2344617,65116,220219,Nb,-p---fa--i
въсꙑлати,въсꙑлати,2344618,119680,220219,V-,--pna----i
о҃цю,отьць,2344619,58993,220219,Nb,-s---md--i
и,и,2344620,58771,220219,C-,---------n
